,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,density,pH,sulphates,alcohol,wine,best quality
19,2.066862759472976,-1.1394342831883648,0.51,0.5877866649021191,-2.992072920674975,2.833213344056216,-0.0031048149534787565,3.04,0.0769610411361284,2.2192034840549946,0,1
20,2.186051276738094,-1.5141277326297755,0.48,0.5877866649021191,-2.563949857128453,3.367295829986474,-0.0032051309489483358,3.39,-0.6348782724359695,2.2407096892759584,0,1
21,2.028148247292285,-0.941608539858445,0.31,0.8329091229351039,-2.501036031717884,3.1354942159291497,-0.0018016219466282088,3.52,-0.4307829160924542,2.272125885509337,0,1
22,2.066862759472976,-0.843970070294529,0.21,0.47000362924573563,-2.24431618487007,2.302585092994046,-0.003405793134832821,3.17,-0.09431067947124129,2.2512917986064953,0,1
23,2.1400661634962708,-0.7133498878774648,0.11,0.8329091229351039,-2.4769384801388235,2.1972245773362196,-0.0032051309489483358,3.17,-0.6348782724359695,2.2407096892759584,0,1
24,1.9315214116032138,-0.916290731874155,0.14,0.8754687373538999,-2.4651040224918206,3.044522437723423,-0.0032051309489483358,3.43,-0.4620354595965587,2.272125885509337,0,1
25,1.840549633397487,-0.941608539858445,0.16,0.3364722366212129,-2.5257286443082556,2.3978952727983707,-0.004510155477886019,3.34,-0.579818495252942,2.2300144001592104,0,1
26,2.028148247292285,-0.8915981192837836,0.24,0.5877866649021191,-2.5257286443082556,3.216125947814351,-0.0038072383429540663,3.28,-0.527632742082372,2.2512917986064953,0,1
27,2.066862759472976,-0.843970070294529,0.21,0.47000362924573563,-2.24431618487007,2.302585092994046,-0.003405793134832821,3.17,-0.09431067947124129,2.2512917986064953,0,1
28,1.9600947840472698,-0.342490308946776,0.0,0.6418538861723947,-2.5257286443082556,2.6390573296152584,-0.0028039273327342593,3.47,-0.5978370007556204,2.2407096892759584,0,1
29,2.0541237336955462,-0.43850496218636453,0.0,0.6931471805599453,-2.501036031717884,2.0794415416798357,-0.003606495594111744,3.38,-0.527632742082372,2.2823823856765264,0,1
30,1.9021075263969205,-0.3930425881096072,0.07,0.8754687373538999,-2.419118909249997,2.833213344056216,-0.004208844774054682,3.35,-0.616186139423817,2.312535423847214,0,1
31,1.9315214116032138,-0.3783364407199117,0.0,0.9162907318741551,-2.2537949288246137,3.091042453358316,-0.003405793134832821,3.46,-0.5621189181535413,2.3608540011180215,0,1
32,2.1162555148025524,-0.4231200433468851,0.12,0.8329091229351039,-2.488914671185539,2.70805020110221,-0.003405793134832821,3.17,-0.4155154439616658,2.2823823856765264,0,1
33,1.9315214116032138,-0.5025268209512956,0.12,2.3702437414678603,-2.617295837833746,3.6888794541139363,-0.0007002451143934259,3.45,-0.6539264674066639,2.2407096892759584,0,1
34,1.6486586255873816,-1.1394342831883648,0.25,0.5877866649021191,-2.2730262907525014,2.5649493574615367,-0.004309271588098403,3.38,-0.5978370007556204,2.2192034840549946,0,1
35,2.0541237336955462,-0.43850496218636453,0.0,1.7047480922384253,-2.4534079827286295,3.2501337402897255,-0.0014009809156281003,3.4,-0.5978370007556204,2.2617630984737906,0,1
36,2.0541237336955462,-0.5108256237659907,0.14,0.8754687373538999,-2.4534079827286295,3.230771359928881,-0.002503130218118477,3.42,-0.5108256237659907,2.379546134130174,0,1
37,2.0918640616783932,-0.9675840262617056,0.28,0.7419373447293773,-2.7181005369557116,2.5649493574615367,-0.0032051309489483358,3.23,-0.31471074483970024,2.272125885509337,0,1
38,1.7404661748405046,0.12221763272424911,0.09,0.4054651081081644,-2.9923678568176526,1.9459101490553132,-0.006018072325563021,3.5,-0.7339691750802004,2.2823823856765264,0,0
39,1.9878743481543455,-0.7985076962177716,0.36,1.7749523509116738,-2.6036901857779675,2.4849066497880004,-0.0022024235552000394,3.33,-0.18632957819149348,2.3513752571634776,0,1
40,1.9878743481543455,-0.7985076962177716,0.36,1.7749523509116738,-2.6036901857779675,2.4849066497880004,-0.0022024235552000394,3.33,-0.18632957819149348,2.3513752571634776,0,1
41,2.174751721484161,-0.4942963218147801,0.3,1.0296194171811581,-2.430418464503931,2.833213344056216,-0.002402884616310315,3.26,-0.6733445532637656,2.2300144001592104,0,0
42,2.0149030205422647,-0.7133498878774648,0.2,0.9555114450274363,-2.992936784193972,2.0794415416798357,-0.0032051309489483358,3.21,-0.10536051565782628,2.3513752571634776,0,1
43,2.0918640616783932,-0.4155154439616658,0.22,0.7884573603642703,-2.6736487743848776,2.1972245773362196,-0.0032051309489483358,3.3,0.1823215567939546,2.33214389523559,0,1
44,1.916922612182061,-0.40047756659712525,0.02,0.5877866649021191,-2.995732273553991,3.2501337402897255,-0.0038072383429540663,3.48,-0.6539264674066639,2.2512917986064953,0,1
45,1.9616518379459822,-0.6539264674066639,0.15,0.7419373447293773,-2.9187712324178627,2.0794415416798357,-0.0066218763088869695,3.9,-0.579818495252942,2.5726122302071057,0,0
46,2.0412203288596382,-0.06720874969344999,0.43,0.7884573603642703,-2.1715568305876416,3.091042453358316,-0.0030045090202987243,3.25,-0.31471074483970024,2.2192034840549946,0,1
47,2.163323025660538,-1.2378743560016174,0.52,0.47000362924573563,-2.1803674602697964,2.4849066497880004,-0.0031048149534787565,3.25,-0.5447271754416722,2.2512917986064953,0,1
48,1.8562979903656263,-0.916290731874155,0.23,0.47000362924573563,-2.7181005369557116,3.2501337402897255,-0.004208844774054682,3.34,-0.579818495252942,2.2192034840549946,0,1
49,1.7227665977411035,-1.171182981502945,0.37,0.3364722366212129,-2.6036901857779675,2.4849066497880004,-0.004610612557683294,3.32,-0.5447271754416722,2.2192034840549946,0,1
50,2.174751721484161,-0.4155154439616658,0.26,0.5306282510621704,-2.6036901857779675,3.216125947814351,-0.002904213147389827,3.15,-0.3011050927839216,2.2192034840549946,0,1
51,1.8870696490323797,-0.6539264674066639,0.04,0.7884573603642703,-2.6736487743848776,2.0794415416798357,-0.004409708488700073,3.4,-0.4620354595965587,2.2407096892759584,0,1
52,1.8870696490323797,-0.6931471805599453,0.04,0.7419373447293773,-2.6882475738060303,1.791759469228055,-0.004510155477886019,3.39,-0.4462871026284195,2.2407096892759584,0,1
53,2.151762203259462,-0.9675840262617056,0.36,1.0986122886681098,-2.513306124309698,3.4011973816621555,-0.0030045090202987243,3.2,-0.579818495252942,2.2407096892759584,0,1
54,2.028148247292285,-0.6733445532637656,0.15,1.0296194171811581,-2.2072749131897207,3.4965075614664802,-0.004510155477886019,3.17,-0.4620354595965587,2.322387720290225,0,1
55,2.0412203288596382,-0.4780358009429998,0.04,1.33500106673234,-2.4769384801388235,3.2188758248682006,-0.0022024235552000394,3.34,-0.6348782724359695,2.2512917986064953,0,1
56,1.9617859292294826,-0.8675005677047231,0.57,1.2237754316221157,-2.659260036932778,3.216125947814351,-0.002904213147389827,3.04,-0.4620354595965587,2.2617630984737906,0,1
57,2.0149030205422647,-0.4620354595965587,0.12,1.62924053973028,-2.198225077669803,3.912023005428146,-0.0017014466397575704,3.26,-0.2613647641344075,2.2407096892759584,0,1
58,2.0541237336955462,-0.527632742082372,0.18,0.8329091229351039,-2.577021938695806,2.833213344056216,-0.002503130218118477,3.43,-0.527632742082372,2.302585092994046,0,1
59,1.9878743481543455,-0.941608539858445,0.31,0.8754687373538999,-2.6036901857779675,2.1972245773362196,-0.0038072383429540663,3.41,-0.616186139423817,2.2407096892759584,0,1
60,2.174751721484161,-0.916290731874155,0.4,0.7884573603642703,-2.5383074265151158,2.9444389791664403,-0.0020020026706730793,3.44,-0.4462871026284195,2.2192034840549946,0,1
61,2.0412203288596382,-0.37106368139083207,0.49,0.5877866649021191,-2.162823150618887,2.995732273553991,-0.0032051309489483358,3.21,-0.342490308946776,2.2300144001592104,0,1
62,2.0149030205422647,-0.6539264674066639,0.16,0.6418538861723947,-2.4651040224918206,2.4849066497880004,-0.0032051309489483358,3.38,-0.4780358009429998,2.2512917986064953,0,1
63,1.9459101490553132,-0.3078847797693004,0.05,0.6931471805599453,-2.513306124309698,2.5649493574615367,-0.003405793134832821,3.39,-0.5621189181535413,2.2823823856765264,0,1
64,1.9740810260220096,-0.32158362412746233,0.05,1.536867219599265,-2.4534079827286295,3.216125947814351,-0.0038072383429540663,3.41,-0.941608539858445,2.388762789235098,0,1
65,1.9740810260220096,-0.32158362412746233,0.05,1.536867219599265,-2.4534079827286295,3.216125947814351,-0.0038072383429540663,3.41,-0.941608539858445,2.388762789235098,0,1
66,2.0149030205422647,-0.6539264674066639,0.11,0.4054651081081644,-2.5383074265151158,2.3978952727983707,-0.0032051309489483358,3.42,-0.5447271754416722,2.2617630984737906,0,1
67,1.8870696490323797,-0.34955747616986843,0.07,0.47000362924573563,-2.577021938695806,1.791759469228055,-0.0038072383429540663,3.44,-0.5447271754416722,2.3702437414678603,0,1
68,2.2300144001592104,-1.1394342831883648,0.57,0.6931471805599453,-2.6036901857779675,3.295836866004329,-0.0031048149534787565,3.28,-0.23572233352106983,2.3702437414678603,0,1
69,2.0794415416798357,-0.34955747616986843,0.05,0.6418538861723947,-2.6036901857779675,2.0794415416798357,-0.0038072383429540663,3.34,-0.05129329438755058,2.3513752571634776,0,1
70,2.0412203288596382,-0.4620354595965587,0.08,0.6418538861723947,-2.577021938695806,2.70805020110221,-0.0033054570087264813,3.32,-0.616186139423817,2.2512917986064953,0,1
71,2.0412203288596382,-0.40047756659712525,0.23,0.7419373447293773,-2.430418464503931,2.833213344056216,-0.0038072383429540663,3.32,-0.7339691750802004,2.2512917986064953,0,1
72,2.0412203288596382,-0.37106368139083207,0.22,0.6418538861723947,-2.4769384801388235,2.8903717578961645,-0.0039076248310170765,3.31,-0.7339691750802004,2.2512917986064953,0,1
73,2.1162555148025524,-0.3930425881096072,0.26,0.7419373447293773,-2.4769384801388235,2.3978952727983707,-0.002402884616310315,3.31,-0.6348782724359695,2.2192034840549946,0,0
74,1.9399998663823397,-1.1394342831883648,0.54,0.9162907318741551,-2.364460496712133,3.332204510175204,-0.0016012813669738792,3.28,-0.19845093872383832,2.2617630984737906,0,1
75,2.174751721484161,-0.8915981192837836,0.64,0.7884573603642703,-2.375155785828881,2.1972245773362196,-0.0014009809156281003,3.54,-0.4155154439616658,2.3513752571634776,0,1
76,2.174751721484161,-0.8915981192837836,0.64,0.7884573603642703,-2.375155785828881,2.1972245773362196,-0.0014009809156281003,3.54,-0.4155154439616658,2.3513752571634776,0,1
77,1.916922612182061,-0.24207156119972859,0.0,0.8754687373538999,-2.2633643798407643,2.6390573296152584,-0.003405793134832821,3.52,-0.5978370007556204,2.3702437414678603,0,1
78,1.9021075263969205,-0.2876820724517809,0.12,0.6931471805599453,-2.4534079827286295,2.4849066497880004,-0.004208844774054682,3.38,-0.6539264674066639,2.312535423847214,0,1
79,2.1162555148025524,-0.4700036292457356,0.2,0.4054651081081644,-2.5257286443082556,3.295836866004329,-0.0028039273327342593,3.16,0.11332868530700327,2.2082744135228043,0,0
80,1.824549292051046,-0.7985076962177716,0.2,0.47000362924573563,-2.6736487743848776,3.230771359928881,-0.004208844774054682,3.41,-0.579818495252942,2.2192034840549946,0,1
81,2.0541237336955462,-0.843970070294529,0.7,0.6418538861723947,-2.993227736398702,3.091042453358316,-0.0026033858701149278,3.13,0.2468600779315258,2.2407096892759584,0,1
82,2.0014800002101243,-0.6931471805599453,0.47,0.6931471805599453,-2.4534079827286295,3.044522437723423,-0.0030045090202987243,3.36,-0.5621189181535413,2.2082744135228043,0,1
83,1.9878743481543455,-0.40047756659712525,0.26,0.5877866649021191,-2.993570257102048,2.772588722239781,-0.0031048149534787565,3.16,0.131028262406404,2.2407096892759584,0,1
84,1.840549633397487,-1.2039728043259361,0.48,0.5877866649021191,-2.6736487743848776,2.8903717578961645,-0.004108428044543191,3.44,-0.2484613592984996,2.33214389523559,0,1
85,1.9315214116032138,-0.5978370007556204,0.15,0.7884573603642703,-2.577021938695806,2.9444389791664403,-0.0039076248310170765,3.41,-0.527632742082372,2.312535423847214,0,1
86,2.151762203259462,-0.7133498878774648,0.28,0.6418538861723947,-2.2072749131897207,2.995732273553991,-0.0028039273327342593,2.93,0.6678293725756554,2.2925347571405443,0,1
87,2.0412203288596382,-0.7133498878774648,0.26,0.6418538861723947,-2.7806208939370456,2.1972245773362196,-0.003405793134832821,3.39,-0.4462871026284195,2.2617630984737906,0,1
88,2.2300144001592104,-0.941608539858445,0.44,0.7419373447293773,-2.234926444520231,3.5263605246161616,-0.0022024235552000394,3.14,0.19885085874516517,2.2512917986064953,0,1
89,1.9459101490553132,-0.4780358009429998,0.08,0.5877866649021191,-2.577021938695806,2.0794415416798357,-0.0022024235552000394,3.48,-0.6348782724359695,2.1972245773362196,0,1
90,2.066862759472976,-0.6539264674066639,0.26,0.6418538861723947,-2.5383074265151158,3.7376696182833684,-0.003606495594111744,3.23,-0.616186139423817,2.2512917986064953,0,1
91,2.151762203259462,-0.7133498878774648,0.28,0.6418538861723947,-2.2072749131897207,2.995732273553991,-0.0028039273327342593,2.93,0.6678293725756554,2.2925347571405443,0,1
92,2.151762203259462,-0.7133498878774648,0.29,0.6931471805599453,-2.2072749131897207,2.9444389791664403,-0.0028039273327342593,2.93,0.6830968447064438,2.2823823856765264,0,1
93,2.0412203288596382,-0.7133498878774648,0.26,0.6418538861723947,-2.7806208939370456,2.1972245773362196,-0.003405793134832821,3.39,-0.4462871026284195,2.2617630984737906,0,1
94,1.9399537726556364,0.01980262729617973,0.04,0.3364722366212129,-3.101092789211817,3.713572066704308,-0.0062192998139168326,3.75,-0.7339691750802004,2.3513752571634776,0,0
95,1.9606758729233078,-0.5108256237659907,0.17,0.8329091229351039,-2.8473122684357177,2.833213344056216,-0.006823225348125537,3.85,-0.5108256237659907,2.5572273113676265,0,1
96,1.916922612182061,-0.25489224962879004,0.0,1.0986122886681098,-2.282782465697866,2.0794415416798357,-0.00350613932928759,3.45,-0.579818495252942,2.3702437414678603,0,1
97,1.9459101490553132,-0.6931471805599453,0.25,0.6931471805599453,-2.659260036932778,3.230771359928881,-0.003706861931326512,3.25,-0.4620354595965587,2.2192034840549946,0,1
98,2.028148247292285,-0.10536051565782628,0.06,0.9162907318741551,-2.5383074265151158,3.2501337402897255,-0.0033054570087264813,3.39,-0.579818495252942,2.2823823856765264,0,1
99,2.0918640616783932,-0.6069694843188929,0.18,0.6418538861723947,-2.5257286443082556,2.5649493574615367,-0.0028039273327342593,3.3,-0.527632742082372,2.1972245773362196,0,1
100,2.1162555148025524,-0.4942963218147801,0.3,0.7419373447293773,-2.4769384801388235,2.3978952727983707,-0.0028039273327342593,3.4,-0.4942963218147801,2.322387720290225,0,1
101,2.0541237336955462,-0.6931471805599453,0.3,0.6418538861723947,-2.5902671654458267,2.0794415416798357,-0.004108428044543191,3.31,-0.579818495252942,2.341805806147327,0,1
102,2.0918640616783932,-0.6069694843188929,0.18,0.6418538861723947,-2.5257286443082556,2.5649493574615367,-0.0028039273327342593,3.3,-0.527632742082372,2.1972245773362196,0,1
103,2.0918640616783932,-0.5533852381847867,0.22,0.7419373447293773,-2.563949857128453,2.4849066497880004,-0.0033054570087264813,3.29,-0.6733445532637656,2.2192034840549946,0,1
104,1.9740810260220096,-0.7133498878774648,0.24,0.7884573603642703,-2.659260036932778,3.2501337402897255,-0.004008021397538822,3.33,-0.7339691750802004,2.2407096892759584,0,1
105,2.0918640616783932,-0.5533852381847867,0.22,0.7419373447293773,-2.563949857128453,2.4849066497880004,-0.0033054570087264813,3.29,-0.6733445532637656,2.2192034840549946,0,1
106,2.0541237336955462,-0.8915981192837836,0.68,0.5306282510621704,-2.9938903704475046,2.8903717578961645,-0.002703651574314823,3.08,0.2700271372130602,2.2300144001592104,0,1
107,1.824549292051046,-0.4620354595965587,0.31,0.5306282510621704,-2.430418464503931,2.70805020110221,-0.0031048149534787565,3.46,-0.23572233352106983,2.2300144001592104,0,1
108,2.0794415416798357,-1.1086626245216111,0.53,0.9162907318741551,-2.396895772465287,2.8903717578961645,-0.002402884616310315,3.37,-0.2231435513142097,2.2617630984737906,0,1
109,2.0918640616783932,-0.24207156119972859,0.52,0.6931471805599453,-2.1037342342488805,3.6109179126442243,-0.0031048149534787565,3.21,-0.37106368139083207,2.2300144001592104,0,1
110,2.0541237336955462,-0.579818495252942,0.19,0.5877866649021191,-2.2633643798407643,2.4849066497880004,-0.003606495594111744,3.19,-0.07257069283483537,2.2512917986064953,0,1
111,2.128231705849268,-0.4780358009429998,0.09,0.7884573603642703,-2.4769384801388235,2.3978952727983707,-0.003606495594111744,3.15,-0.4155154439616658,2.2823823856765264,0,1
112,2.128231705849268,-0.5108256237659907,0.1,0.7884573603642703,-2.4651040224918206,2.6390573296152584,-0.003606495594111744,3.15,-0.4155154439616658,2.2823823856765264,0,1
113,1.9406993511913655,-1.171182981502945,0.44,0.8329091229351039,-2.5257286443082556,3.091042453358316,-0.001200720576518877,3.32,-0.40047756659712525,2.272125885509337,0,1
114,2.0541237336955462,-0.579818495252942,0.19,0.5877866649021191,-2.2633643798407643,2.4849066497880004,-0.003606495594111744,3.19,-0.07257069283483537,2.2512917986064953,0,1
115,2.2407096892759584,-0.916290731874155,0.31,0.7884573603642703,-2.4079456086518722,2.5649493574615367,-0.003405793134832821,3.07,-0.4620354595965587,2.3513752571634776,0,1
116,2.1162555148025524,-0.616186139423817,0.28,0.6418538861723947,-2.563949857128453,2.3978952727983707,-0.0022024235552000394,3.39,-0.4942963218147801,2.302585092994046,0,1
117,2.0541237336955462,-0.579818495252942,0.12,0.6931471805599453,-2.501036031717884,1.9459101490553132,-0.0030045090202987243,3.37,-0.6931471805599453,2.2407096892759584,0,1
118,2.174751721484161,-0.5978370007556204,0.04,0.7884573603642703,-2.1286317858706076,2.6390573296152584,-0.0038072383429540663,3.21,-0.5108256237659907,2.388762789235098,0,1
119,1.9459101490553132,-0.37106368139083207,0.08,0.5877866649021191,-2.333044300478754,3.091042453358316,-0.004108428044543191,3.34,-0.616186139423817,2.2192034840549946,0,1
120,1.9878743481543455,0.06765864847381486,0.09,0.5306282510621704,-2.994233985092592,2.302585092994046,-0.0038072383429540663,3.3,-0.5621189181535413,2.1972245773362196,0,1
121,2.174751721484161,-0.5978370007556204,0.04,0.7884573603642703,-2.1286317858706076,2.6390573296152584,-0.0038072383429540663,3.21,-0.5108256237659907,2.388762789235098,0,1
122,1.9878743481543455,-0.363843433417345,0.0,0.9162907318741551,-2.5902671654458267,3.230771359928881,-0.0020020026706730793,3.49,-0.6539264674066639,2.2192034840549946,0,1
123,2.0794415416798357,-0.342490308946776,0.0,0.9555114450274363,-2.5257286443082556,2.3978952727983707,-0.002402884616310315,3.44,-0.6348782724359695,2.2512917986064953,0,1
124,2.0541237336955462,-0.6931471805599453,0.17,0.47000362924573563,-2.501036031717884,3.044522437723423,-0.004008021397538822,3.39,-0.7339691750802004,2.2512917986064953,0,1
125,2.1972245773362196,-0.4780358009429998,0.04,0.6418538861723947,-2.9946243998244384,3.295836866004329,-0.0016012813669738792,3.16,-0.35667494393873245,2.2407096892759584,0,1
126,2.1041341542702074,0.28517894223366247,0.0,0.5306282510621704,-2.513306124309698,3.230771359928881,-0.003606495594111744,3.53,-0.7133498878774648,2.388762789235098,0,1
127,2.0918640616783932,0.28517894223366247,0.0,0.5877866649021191,-2.501036031717884,3.230771359928881,-0.003606495594111744,3.54,-0.7339691750802004,2.388762789235098,0,1
128,2.0794415416798357,-0.527632742082372,0.16,0.5877866649021191,-2.7333680090865,3.230771359928881,-0.0038072383429540663,3.42,-0.08338160893905101,2.3513752571634776,0,1
129,1.8082887711792655,-0.9675840262617056,0.15,0.5877866649021191,-2.631089159966082,1.791759469228055,-0.004510155477886019,3.42,-0.5621189181535413,2.2407096892759584,0,1
130,2.0794415416798357,-0.29437106060257756,0.56,0.6931471805599453,-2.137070654516472,3.4011973816621555,-0.0032051309489483358,3.24,-0.4155154439616658,2.2407096892759584,0,1
131,1.7227665977411035,-0.6931471805599453,0.09,0.8329091229351039,-3.0159349808715104,2.833213344056216,-0.0063199287448193475,3.63,-0.4620354595965587,2.5649493574615367,0,1
132,1.7227665977411035,-0.6931471805599453,0.09,0.8329091229351039,-3.0159349808715104,2.833213344056216,-0.0063199287448193475,3.63,-0.4620354595965587,2.5649493574615367,0,1
133,1.8870696490323797,-0.6931471805599453,0.01,0.4054651081081644,-2.8134107167600364,2.833213344056216,-0.004811556997222082,3.4,-0.5447271754416722,2.2823823856765264,0,1
134,2.066862759472976,0.03922071315328133,0.05,0.7884573603642703,-2.4769384801388235,2.5649493574615367,-0.004108428044543191,3.22,-0.5978370007556204,2.2925347571405443,0,1
135,2.128231705849268,-0.29437106060257756,0.11,0.6418538861723947,-2.4079456086518722,2.772588722239781,-0.00350613932928759,3.19,-0.19845093872383832,2.2617630984737906,0,1
136,2.1162555148025524,-0.33547273628812946,0.15,0.5877866649021191,-2.419118909249997,2.302585092994046,-0.0032051309489483358,3.23,-0.2613647641344075,2.2512917986064953,0,1
137,1.9740810260220096,-0.8794767587514388,0.36,0.6931471805599453,-2.513306124309698,2.5649493574615367,-0.0028039273327342593,3.48,-0.4462871026284195,2.2192034840549946,0,1
138,2.0541237336955462,-0.579818495252942,0.19,0.7419373447293773,-2.513306124309698,2.70805020110221,-0.0038072383429540663,3.33,-0.616186139423817,2.2512917986064953,0,1
139,2.0541237336955462,-0.579818495252942,0.19,0.6931471805599453,-2.513306124309698,2.833213344056216,-0.0038072383429540663,3.32,-0.616186139423817,2.2512917986064953,0,1
140,2.128231705849268,-0.29437106060257756,0.11,0.6418538861723947,-2.4079456086518722,2.772588722239781,-0.00350613932928759,3.19,-0.19845093872383832,2.2617630984737906,0,1
141,2.1162555148025524,-0.33547273628812946,0.15,0.5877866649021191,-2.419118909249997,2.302585092994046,-0.0032051309489483358,3.23,-0.2613647641344075,2.2512917986064953,0,1
142,1.6486586255873816,-1.0788096613719298,0.0,0.5877866649021191,-2.995732273553991,3.295836866004329,-0.008435478821101575,3.68,-0.23572233352106983,2.6390573296152584,0,1
143,1.840549633397487,-0.941608539858445,0.08,0.5306282510621704,-2.7181005369557116,3.230771359928881,-0.004610612557683294,3.34,-0.5447271754416722,2.2407096892759584,0,1
144,1.6486586255873816,-1.0788096613719298,0.0,0.5877866649021191,-2.995732273553991,3.295836866004329,-0.008435478821101575,3.68,-0.23572233352106983,2.6390573296152584,0,1
145,2.0918640616783932,-0.40047756659712525,0.55,0.5877866649021191,-2.145581344184381,3.4657359027997265,-0.0032051309489483358,3.17,-0.4780358009429998,2.2407096892759584,0,1
146,1.7578579175523736,-0.3856624808119846,0.02,0.5877866649021191,-2.4418471603275536,3.044522437723423,-0.005615738785635745,3.54,-0.6539264674066639,2.302585092994046,0,1
147,2.028148247292285,-0.7133498878774648,0.26,0.47000362924573563,-2.9949539290664107,2.302585092994046,-0.0032051309489483358,3.11,-0.2231435513142097,2.2300144001592104,0,1
148,1.9315214116032138,-0.7133498878774648,0.1,0.8329091229351039,-2.6036901857779675,2.4849066497880004,-0.004108428044543191,3.42,-0.5447271754416722,2.322387720290225,0,1
149,2.1041341542702074,-0.916290731874155,0.44,1.0296194171811581,-2.419118909249997,2.3978952727983707,-0.002503130218118477,3.53,-0.4942963218147801,2.3513752571634776,0,1
150,1.9878743481543455,-1.1086626245216111,0.47,0.7419373447293773,-2.563949857128453,3.2501337402897255,-0.004208844774054682,3.33,-0.6348782724359695,2.33214389523559,0,1
151,2.2192034840549946,-0.6539264674066639,1.0,1.2237754316221157,-2.9951926593196223,3.4657359027997265,-0.00040008002133969133,2.74,0.6931471805599453,2.2407096892759584,0,0
152,2.0149030205422647,-0.5108256237659907,0.03,0.5877866649021191,-2.353878387381596,3.2188758248682006,-0.005012541823544286,3.35,-0.616186139423817,2.312535423847214,0,1
153,2.0149030205422647,-0.5108256237659907,0.03,0.5877866649021191,-2.353878387381596,3.2188758248682006,-0.005012541823544286,3.35,-0.616186139423817,2.312535423847214,0,1
154,1.9600947840472698,-0.843970070294529,0.42,1.7047480922384253,-2.659260036932778,3.367295829986474,-0.002703651574314823,3.42,-0.3285040669720361,2.3513752571634776,0,1
155,1.9600947840472698,-0.843970070294529,0.42,1.7047480922384253,-2.645075401940822,3.332204510175204,-0.002703651574314823,3.42,-0.342490308946776,2.3513752571634776,0,1
